frame,speed_kmh
0,54.972683508887584
1,55.055791978506264
2,55.091347229261594
3,55.10773595535793
4,55.08956525960953
5,55.0546663069588
6,55.020868552398625
7,54.96497972887302
8,54.89920059534345
9,54.8294883954592
10,54.76054432353914
11,54.65681090278864
12,54.54959369304901
13,54.47047248245802
14,54.36960391860984
15,54.24525804921058
16,54.110895586819275
17,53.983081556039885
18,53.87087757613999
19,53.764594645824005
20,53.632737945650526
21,53.49069698491128
22,53.316169825493304
23,53.167005065776884
24,53.02460467530656
25,52.863059842787024
26,52.72689507415168
27,52.56924023338312
28,52.41680875926786
29,52.26921055813458
30,52.10775492596013
31,51.96239817579406
32,51.81597478347679
33,51.64128491975335
34,51.49893374346852
35,51.42127961481461
36,51.358684367653105
37,51.28364359760475
38,51.225067369482005
39,51.20071353841761
40,51.19319635168278
41,51.18859371193086
42,51.17984872771512
43,51.15886445000324
44,51.16796791864723
45,51.17935766535639
46,51.16808255332759
47,51.133680905421514
48,51.083861705504724
49,51.0490793786829
50,50.99667919038349
51,50.91596324431345
52,50.798887282023806
53,50.70381265842309
54,50.607584593171424
55,50.53912333315557
56,50.43401818863294
57,50.32322392806792
58,50.20235853945161
59,50.07711902286027
60,49.97091083938531
61,49.85286088125988
62,49.724668536148144
63,49.60658119566357
64,49.48350852153101
65,49.37731997603024
66,49.2554391642999
67,49.08064890812738
68,48.86941236026886
69,48.549277711767814
70,48.195539133450225
71,47.775724350895175
72,47.24051474340126
73,46.68505323204963
74,46.09714815931684
75,45.42855570678303
76,44.801190013114066
77,44.10258493095856
78,43.44312978682677
79,42.789051855098194
80,42.09826267269099
81,41.49122348616731
82,40.88254009429251
83,40.227981568707506
84,39.64902103841821
85,39.08004844675101
86,38.617704607412705
87,38.19492155751522
88,37.8034225139923
89,37.48241639477526
90,37.131096753527665
91,36.81055058007872
92,36.522188240142036
93,36.299464487953166
94,36.14024039825781
95,35.98972894309694
96,35.85939497705431
97,35.717522907528725
98,35.55913569083274
99,35.42057184107564
100,35.275451435979726
101,35.133918606943666
102,34.958938708517955
103,34.71631092846301
104,34.445407295154254
105,34.09896983273252
106,33.73429072627218
107,33.319777515195014
108,32.834947904637424
109,32.364680919509446
110,31.823662927910945
111,31.293441172338895
112,30.749230835711476
113,30.107949003557362
114,29.48870620017036
115,28.77445812967287
116,28.09909918556595
117,27.396199473234333
118,26.628946417049516
119,25.949204775294916
120,25.197080307289845
121,24.50227656198471
122,23.782112484587042
123,22.976715806703325
124,22.248413458393518
125,21.47111859455779
126,20.83965937033756
127,20.284546210500512
128,19.89768358412166
129,19.657664131835467
130,19.51236142326155
131,19.42208328000311
132,19.331341039813985
133,19.240187994197676
134,19.154314956092403
135,19.06934477066489
136,18.981636175459244
137,18.880611690207314
138,18.80089965961049
139,18.715560705203245
140,18.621945945602388
141,18.539711068957537
142,18.451002545524577
143,18.36835236622696
144,18.287970047381553
145,18.18940335992105
146,18.09993447923936
147,18.004955339970564
148,17.91774929539649
149,17.836104113955866
150,17.751422848233606
151,17.682573397154478
152,17.605784069290575
153,17.523618019128286
154,17.452776145509944
155,17.390758452412403
156,17.351340934339287
157,17.3223547622738
158,17.314462142943547
159,17.30730239791137
160,17.301890277511745
161,17.317198746717555
162,17.36296633589586
163,17.43591532444244
164,17.555192509623218
165,17.672284473123835
166,17.79925236503958
167,17.952412238557855
168,18.086750495046754
169,18.20208031084846
170,18.277274392172565
171,18.32667200185544
172,18.340542480663423
173,18.321189274134507
174,18.266372827916577
175,18.20068577092099
176,18.12879603406881
177,18.043154742182846
178,17.947456979961466
179,17.84434252699518
180,17.74071516727241
181,17.640519596402413
182,17.514084588251478
183,17.403673535619756
184,17.305337610655076
185,17.22093332873213
186,17.135373063127254
187,17.02094671113358
188,16.912267408455776
189,16.774357424156754
190,16.619511274279922
191,16.4348264063497
192,16.245946981866297
193,16.033324057690827
194,15.75482368278413
195,15.454087133530157
196,15.108340673064937
197,14.76344692993718
198,14.416268409656375
199,14.081765551017698
200,13.854625082600355
201,13.667581182766744
202,13.535538019345763
203,13.424208454627419
204,13.306324263867484
205,13.191082028163231
206,13.072331471624889
207,12.96882985214
208,12.859970880156899
209,12.74363320936268
210,12.667040812596754
211,12.658807460620798
212,12.879968216900094
213,13.19582940361432
214,13.6052427426734
215,14.003825527750113
216,14.449658133885926
217,14.85993523524491
218,15.280725403823272
219,15.750373637475615
220,16.17375666233879
221,16.64070314806715
222,17.0522034773514
223,17.44589246319261
224,17.85585996543312
225,18.196990619695832
226,18.514739174272073
227,18.729941950988138
228,18.921410103040674
229,19.074807029221926
230,19.21559194313579
231,19.334786367674564
232,19.448429577950158
233,19.597859091240526
234,19.784102626448647
235,20.022733733172934
236,20.309769841148558
237,20.62635570556556
238,21.03206487533586
239,21.4380284082934
240,21.857738256526645
241,22.32037164568352
242,22.740595230444303
243,23.184145250474003
244,23.518486643604458
245,23.750945102071107
246,23.894380613553793
247,23.917532429577278
248,23.87672604302607
249,23.8115499743167
250,23.71808425656737
251,23.62446139189122
252,23.535168464158435
253,23.43862625137029
254,23.344197233120745
255,23.243203925434894
256,23.139187980049662
257,23.036580284540292
258,22.91356689790468
259,22.819823387225515
260,22.728505942547283
261,22.580336074309056
262,22.494908641016593
263,22.377425347049215
264,22.263758528990778
265,22.143051763006454
266,21.94882880370526
267,21.609726000413776
268,20.998575853569164
269,20.329799522671944
270,19.55059325464617
271,18.84325491974296
272,18.10254682344116
273,17.264841252621924
274,16.490944986636215
275,15.633444269193198
276,14.855477503664444
277,14.102376562167166
278,13.326428670130882
279,12.630886145773637
280,11.86500932181256
281,11.181553341915993
282,10.551693039952726
283,10.052800267596483
284,9.819208206529378
285,9.705767251750176
286,9.640368038378638
287,9.569888838480042
288,9.49015201524437
289,9.41924406655584
290,9.349189113553072
291,9.291262578621316
292,9.229926302424255
293,9.173658692810955
294,9.112978815472385
295,9.054116122898842
296,8.99720886836442
297,8.939033349728527
298,8.88152941730752
299,8.837805759731488
300,8.787842981458516
301,8.735178052955508
302,8.67487766064532
303,8.624243010735306
304,8.572527289683043
305,8.513721239018054
306,8.473530247156374
307,8.422120685414505
308,8.363063868583968
309,8.319476757421258
310,8.28777569985616
311,8.245879358633342
312,8.201414406866379
313,8.161208706133381
314,8.1138570090948
315,8.06329370170191
316,7.998562861928546
317,7.921949150588697
318,7.82119851530552
319,7.622806153348673
320,7.374100400074821
321,7.069493672063593
322,6.682169729611221
323,6.276516392119574
324,5.77472172086593
325,5.270205218702155
326,4.7212661726366925
327,4.0870735385781165
328,3.5299607977847542
329,3.0023146500789033
330,2.6096960184639304
331,2.2244152524063265
332,1.7789359231117765
333,1.3530585807188575
334,0.8896569403435928
335,0.48112057194346003
336,0.06858665544551727
337,0.15817914135662436
338,0.058360536084158476
